id,title,authors,language_code,original_publication_year,average_rating,ratings_count,isbn,image_url
5586,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)","Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",eng,2005,4.21,20974,1401205011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5587,Skeletons at the Feast,Chris Bohjalian,,2008,3.99,18706,307394956,https://images.gr-assets.com/books/1320413130m/2017056.jpg
5588,"L is for Lawless (Kinsey Millhone, #12)",Sue Grafton,,1994,3.91,22383,449221490,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5589,Milkweed,Jerry Spinelli,eng,2003,4,19461,440420059,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5590,If You Give a Pig a Party,"Laura Joffe Numeroff, Felicia Bond",,2000,4.22,18297,60283262,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5591,"Virtual Light (Bridge, #1)",William Gibson,eng,1993,3.84,16273,140157727,https://images.gr-assets.com/books/1409238094m/22326.jpg
5592,American on Purpose: The Improbable Adventures of an Unlikely Patriot,Craig Ferguson,eng,2009,3.96,17033,61719544,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5593,Always Looking Up: The Adventures of an Incurable Optimist,Michael J. Fox,en-US,2008,3.82,17181,1401303382,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5594,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",Sarah MacLean,en-US,2010,4.08,27201,61852058,https://images.gr-assets.com/books/1286649993m/6584134.jpg
5595,The Lifeboat,Charlotte Rogan,eng,2012,3.2,18260,316185906,https://images.gr-assets.com/books/1344266875m/12888599.jpg
5596,Quo Vadis,"Henryk Sienkiewicz, W.S. Kuniczak",eng,1895,4.13,18466,781805503,https://images.gr-assets.com/books/1340709653m/538845.jpg
5597,"The Jewel (The Lone City, #1)",Amy Ewing,eng,2014,3.86,21247,62235796,https://images.gr-assets.com/books/1392220609m/16068780.jpg
5598,"The Fire Within (The Last Dragon Chronicles, #1)",Chris d'Lacey,eng,2001,3.76,22634,439672449,https://images.gr-assets.com/books/1362325249m/312043.jpg
5599,"Servant of the Empire (The Empire Trilogy, #2)","Raymond E. Feist, Janny Wurts",eng,1990,4.27,20016,586203818,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5600,"The Hollow (Sign of Seven, #2)",Nora Roberts,en-US,2008,4.11,23983,515144592,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5601,Is Your Mama a Llama?,"Deborah Guarino, Steven Kellogg",,1989,4.16,19267,590259385,https://images.gr-assets.com/books/1328835648m/770038.jpg
5602,"After We Collided (After, #2)",Anna Todd,eng,2013,3.73,16338,1476792496,https://images.gr-assets.com/books/1416788471m/22540125.jpg
5603,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",Jacob Tomsky,,2012,3.54,16181,385535635,https://images.gr-assets.com/books/1348186171m/13331184.jpg
5604,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,eng,1998,4.08,16792,067975833X,https://images.gr-assets.com/books/1428284996m/38855.jpg
5605,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",David Wong,en-US,2012,4.26,15031,312546343,https://images.gr-assets.com/books/1365496944m/12924261.jpg
5606,Dali: The Paintings,"Robert Descharnes, Gilles Néret",,1994,4.17,14600,3822835536,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5607,"Seven Deadly Wonders (Jack West Jr, #1)",Matthew Reilly,eng,2005,4.08,15374,1416505067,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5608,"Unleashed (Ross Siblings, #1)",Cherrie Lynn,eng,2009,3.89,27833,1605045535,https://images.gr-assets.com/books/1384805371m/7202825.jpg
5609,"Mistral's Kiss (Merry Gentry, #5)",Laurell K. Hamilton,en-US,2006,4.03,25340,345443586,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5610,The 8th Habit: From Effectiveness to Greatness,Stephen R. Covey,en-US,,3.99,13765,743287932,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5611,Desire Unchained (Demonica #2),Larissa Ione,eng,2009,4.25,26939,044640098X,https://images.gr-assets.com/books/1344268874m/4497978.jpg
5612,Cold Fire / Hideaway / The Key to Midnight,"Dean Koontz, Leigh Nichols",eng,2000,4.16,17581,399146261,https://images.gr-assets.com/books/1309287773m/21323.jpg
5613,"I Am Not A Serial Killer (John Cleaver, #1)",Dan Wells,eng,2009,3.77,18878,765327821,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5614,Eight Hundred Grapes,Laura Dave,,2015,3.58,14135,1476789258,https://images.gr-assets.com/books/1429742890m/23492613.jpg
5615,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",Fannie Flagg,eng,1998,3.84,18307,044900578X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5616,Filth,Irvine Welsh,eng,1998,3.76,16162,393318680,https://images.gr-assets.com/books/1452500604m/23966.jpg
5617,The Girls,Lori Lansens,eng,2005,3.79,16201,316066346,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5618,"Turbo Twenty-Three (Stephanie Plum, #23)",Janet Evanovich,eng,2016,3.75,15021,345543009,https://images.gr-assets.com/books/1453745203m/28686830.jpg
5619,The Alibi,Sandra Brown,eng,1999,4.03,17729,446618675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5620,A Land More Kind Than Home,Wiley Cash,eng,2012,3.84,15318,62088149,https://images.gr-assets.com/books/1332536334m/12408149.jpg
5621,"Kristy's Great Idea (The Baby-Sitters Club, #1)",Ann M. Martin,eng,1986,3.94,21952,590224735,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5622,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",Roland Smith,,2012,4.17,17887,545298423,https://images.gr-assets.com/books/1331078007m/12107920.jpg
5623,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri  Fink,eng,2013,3.87,15344,307718964,https://images.gr-assets.com/books/1380120962m/17704902.jpg
5624,"The Fifth Woman (Kurt Wallander, #6)","Henning Mankell, Steven T. Murray",eng,1996,4.02,16094,1400031540,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5625,The Wordy Shipmates,Sarah Vowell,en-US,2008,3.66,17541,1594489998,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5626,Bel-Ami,"Guy de Maupassant, Douglas Parmée",eng,1885,3.81,17016,140443150,https://images.gr-assets.com/books/1366389912m/780581.jpg
5627,A River Runs Through It and Other Stories,Norman Maclean,eng,1976,4.17,16501,226500667,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5628,The Time in Between,"María Dueñas, Daniel Hahn",eng,2009,4.04,10166,1451616880,https://images.gr-assets.com/books/1319148738m/10836813.jpg
5629,Paradise,Toni Morrison,eng,1997,3.77,17524,452280397,https://images.gr-assets.com/books/1327935897m/5198.jpg
5630,Idoru (Bridge #2),William Gibson,eng,1996,3.78,16099,425190455,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5631,"The Best Man (Blue Heron, #1)",Kristan Higgins,eng,2013,3.93,18998,373777922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5632,"Castle in the Air (Howl's Moving Castle, #2)",Diana Wynne Jones,,1990,3.93,22964,64473457,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5633,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",Jude Watson,eng,2011,4.14,18168,545298407,https://images.gr-assets.com/books/1329085934m/10706120.jpg
5634,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum,en-US,2010,4,18997,1594202435,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5635,RoomHate,Penelope Ward,eng,2016,4.07,21136,1523662441,https://images.gr-assets.com/books/1453991440m/27083865.jpg
5636,Living Dead Girl,Elizabeth Scott,en-US,2008,3.83,22014,1416960597,https://images.gr-assets.com/books/1314272108m/2954411.jpg
5637,The Dhammapada,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",eng,-500,4.29,12639,938077872,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5638,"Law Man (Dream Man, #3)",Kristen Ashley,en-US,2012,4.33,33220,,https://images.gr-assets.com/books/1327911077m/13412515.jpg
5639,"Deadly Decisions (Temperance Brennan, #3)",Kathy Reichs,en-US,2000,3.93,21646,671028367,https://images.gr-assets.com/books/1452313887m/128754.jpg
5640,Rising Strong,Brené Brown,en-GB,2015,4.19,22022,812995821,https://images.gr-assets.com/books/1428641002m/23317538.jpg
5641,"Speaking from Among the Bones (Flavia de Luce, #5)",Alan Bradley,eng,2013,4.17,21892,385344031,https://images.gr-assets.com/books/1344371922m/13642963.jpg
5642,Swimsuit,"James Patterson, Maxine Paetro",eng,2009,3.63,18462,316018775,https://images.gr-assets.com/books/1344268075m/5551522.jpg
5643,Through Gates of Splendor,Elisabeth Elliot,en-US,1956,4.38,16487,842371516,https://images.gr-assets.com/books/1406510855m/56634.jpg
5644,"Dirty Red (Love Me with Lies, #2)",Tarryn Fisher,eng,2012,4.22,26888,,https://images.gr-assets.com/books/1364298887m/15832316.jpg
5645,The Darkest Part of the Forest,Holly Black,eng,2015,3.91,22992,316213071,https://images.gr-assets.com/books/1397755014m/20958632.jpg
5646,"Dream a Little Dream (Chicago Stars, #4)",Susan Elizabeth Phillips,en-US,1998,4.18,24117,380794470,https://images.gr-assets.com/books/1308818689m/73095.jpg
5647,تاكسي: حواديت المشاوير,"خالد الخميسي, Khaled Al Khamissi",ara,2006,3.68,11981,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5648,The Samurai's Garden,Gail Tsukiyama,en-US,1994,4.12,17024,312144075,https://images.gr-assets.com/books/1327876036m/51113.jpg
5649,The Hating Game,Sally   Thorne,eng,2016,4.24,21426,,https://images.gr-assets.com/books/1467138679m/25883848.jpg
5650,Black-Eyed Susans,Julia Heaberlin,eng,2015,3.78,14886,804177996,https://images.gr-assets.com/books/1431975016m/23746004.jpg
5651,"Neanderthal Seeks Human (Knitting in the City, #1)",Penny Reid,eng,2013,3.96,29612,,https://images.gr-assets.com/books/1364347894m/17673307.jpg
5652,"Goliath (Leviathan, #3)","Scott Westerfeld, Keith Thompson",eng,2011,4.25,23911,1416971777,https://images.gr-assets.com/books/1299808712m/9918083.jpg
5653,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)","Akira Amano, JN Productions, Frances E. Wall",,2004,4.22,15102,1421506718,https://images.gr-assets.com/books/1383918162m/824763.jpg
5654,"Criminal (Will Trent, #6)",Karin Slaughter,eng,2012,4.21,18592,,https://images.gr-assets.com/books/1334414049m/12922320.jpg
5655,"The Bear and the Dragon (Jack Ryan Universe, #11)",Tom Clancy,en-US,2000,3.79,18399,425180964,https://images.gr-assets.com/books/1361933747m/19687.jpg
5656,"W is for Wasted (Kinsey Millhone, #23)",Sue Grafton,eng,2013,3.86,17357,399158987,https://images.gr-assets.com/books/1367622462m/17707605.jpg
5657,I'm Just Here for the Food: Food + Heat = Cooking,Alton Brown,en-US,2002,4.21,15870,1584790830,https://images.gr-assets.com/books/1473385712m/101249.jpg
5658,All Things Wise and Wonderful,James Herriot,,1976,4.39,20524,312335288,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5659,Sins of the Night (Dark-Hunter #7),Sherrilyn Kenyon,eng,2005,4.18,28341,312934327,https://images.gr-assets.com/books/1317065358m/84135.jpg
5660,"Shades of Earth (Across the Universe, #3)",Beth Revis,eng,2013,4.11,24612,1595143998,https://images.gr-assets.com/books/1346494567m/10345937.jpg
5661,"Tehanu (Earthsea Cycle, #4)",Ursula K. Le Guin,eng,1990,3.89,19503,1416509631,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5662,"Reboot (Reboot, #1)",Amy Tintera,eng,2013,3.92,23300,62217070,https://images.gr-assets.com/books/1350931774m/13517455.jpg
5663,Hunger Makes Me a Modern Girl,Carrie Brownstein,eng,2015,3.88,17102,1594486638,https://images.gr-assets.com/books/1435507354m/25065629.jpg
5664,Thomas Jefferson: The Art of Power,Jon Meacham,eng,2012,3.99,18546,1400067669,https://images.gr-assets.com/books/1342043615m/13533740.jpg
5665,"Murder in Mesopotamia (Hercule Poirot, #14)",Agatha Christie,eng,1936,3.86,21207,7113803,https://images.gr-assets.com/books/1308808558m/16360.jpg
5666,"Excession (Culture, #5)",Iain M. Banks,en-US,1996,4.19,16330,553575376,https://images.gr-assets.com/books/1288930712m/12013.jpg
5667,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",Pearl Cleage,eng,1997,3.7,17853,038079487X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5668,"G is for Gumshoe (Kinsey Millhone, #7)",Sue Grafton,eng,1990,3.9,22311,449000621,https://images.gr-assets.com/books/1315138148m/257990.jpg
5669,"King and Maxwell (Sean King & Michelle Maxwell, #6)",David Baldacci,eng,2013,4.03,14491,1455521310,https://images.gr-assets.com/books/1379456669m/17333431.jpg
5670,Love's Executioner and Other Tales of Psychotherapy,Irvin D. Yalom,,1989,4.18,14013,60958340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5671,"The Magician's Apprentice (Black Magician, #0.5)",Trudi Canavan,eng,2009,3.94,17128,316037885,https://images.gr-assets.com/books/1344264805m/3342764.jpg
5672,"Reaper's Gale (The Malazan Book of the Fallen, #7)",Steven Erikson,eng,2007,4.34,16539,593046315,https://images.gr-assets.com/books/1403011403m/459064.jpg
5673,The Visitation,Frank E. Peretti,,1999,3.91,16142,1595541209,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5674,"Locke & Key, Vol. 3: Crown of Shadows","Joe Hill, Gabriel Rodríguez",en-US,2010,4.41,19683,1600106951,https://images.gr-assets.com/books/1377306494m/7202841.jpg
5675,Leadership and Self-Deception: Getting Out of the Box,The Arbinger Institute,,2000,4.11,13531,1576751740,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5676,"The Garden of Rama (Rama, #3)","Arthur C. Clarke, Gentry Lee",eng,1991,3.76,16389,1857230213,https://images.gr-assets.com/books/1375814957m/112518.jpg
5677,"Blue-Eyed Devil (Travises, #2)",Lisa Kleypas,en-US,2008,4.21,25508,031235164X,https://images.gr-assets.com/books/1311990880m/1756703.jpg
5678,Our Man in Havana,Graham Greene,eng,1958,3.94,15460,140184937,https://images.gr-assets.com/books/1327926887m/133394.jpg
5679,Batman: The Black Mirror,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",eng,2011,4.29,15625,140123206X,https://images.gr-assets.com/books/1503127212m/10889279.jpg
5680,Kill Me If You Can,"James Patterson, Marshall Karp",eng,2011,4,16879,316097543,https://images.gr-assets.com/books/1344263782m/9682816.jpg
5681,"Killers of the Dawn (Cirque Du Freak, #9)",Darren Shan,,2003,4.22,18194,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5682,Tramp for the Lord,Corrie ten Boom,,1974,4.47,16680,515089931,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5683,If You Take a Mouse to the Movies,"Laura Joffe Numeroff, Felicia Bond",,2000,4.16,17938,60278684,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5684,"A Lick of Frost (Merry Gentry, #6)","Laurell K. Hamilton, Laural Merlington",eng,2007,4.12,24148,1423340418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5685,The Abyss,"Orson Scott Card, James Cameron",eng,1989,4.06,16318,99690608,https://images.gr-assets.com/books/1225165505m/40289.jpg
5686,"The Witch's Daughter (The Witch's Daughter, #1)",Paula Brackston,en-US,1991,3.54,17694,031262168X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5687,The Readers of Broken Wheel Recommend,"Katarina Bivald, Alice Menzies",eng,2013,3.56,14571,149262344X,https://images.gr-assets.com/books/1452107441m/25573977.jpg
5688,"Live by Night (Coughlin, #2)",Dennis Lehane,eng,2012,3.89,14275,60004878,https://images.gr-assets.com/books/1334590418m/13083008.jpg
5689,"Until I Die (Revenants, #2)",Amy Plum,en-US,2012,4.17,24203,62004042,https://images.gr-assets.com/books/1335240840m/12908877.jpg
5690,The Magic of Reality: How We Know What's Really True,"Richard Dawkins, Dave McKean",en-US,2011,4.04,14511,1439192812,https://images.gr-assets.com/books/1327883246m/11256979.jpg
5691,"Remember (Redemption, #2)","Karen Kingsbury, Gary Smalley",eng,2002,4.41,16303,842356290,https://images.gr-assets.com/books/1406506306m/35332.jpg
5692,"Alex Cross, Run (Alex Cross, #20)",James Patterson,,2013,4.03,14434,316097527,https://images.gr-assets.com/books/1343360404m/13521299.jpg
5693,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,Christian Lander,en-US,2008,3.76,15888,812979915,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5694,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",Nora Roberts,eng,2014,4.06,14167,425259870,https://images.gr-assets.com/books/1458263077m/18754961.jpg
5695,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",Stephen R. Donaldson,eng,1977,3.99,18594,345348672,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5696,The Brightest Star in the Sky,Marian Keyes,en-GB,2009,3.65,17413,718149866,https://images.gr-assets.com/books/1268685823m/6539596.jpg
5697,Entwined,Heather Dixon,en-US,2011,3.87,28950,62001035,https://images.gr-assets.com/books/1279037245m/8428195.jpg
5698,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",Rachel Dratch,,2012,3.57,16604,1592407110,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5699,El coronel no tiene quien le escriba,Gabriel García Márquez,spa,1961,3.71,13206,307350436,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5700,Waiting for the Barbarians,J.M. Coetzee,eng,1980,3.94,14830,140283358,https://images.gr-assets.com/books/1330879044m/6194.jpg
5701,The Last Seven Months of Anne Frank,Willy Lindwer,,1988,4.34,15096,385423608,https://images.gr-assets.com/books/1320487142m/769212.jpg
5702,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,eng,2014,4.03,14890,147670869X,https://images.gr-assets.com/books/1410191571m/21856367.jpg
5703,Kabul Beauty School: An American Woman Goes Behind the Veil,Deborah Rodriguez,eng,2007,3.63,17002,1400065593,https://images.gr-assets.com/books/1320448527m/316558.jpg
5704,To Have and Have Not,Ernest Hemingway,eng,1937,3.57,16074,684859238,https://images.gr-assets.com/books/1400886825m/4630.jpg
5705,Jackdaws,Ken Follett,eng,2001,3.91,17489,451219597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5706,حبيبتي بكماء,محمد السالم,ara,2013,3.3,12690,,https://images.gr-assets.com/books/1377064343m/18363068.jpg
5707,"The System of the World (The Baroque Cycle, #3)",Neal Stephenson,en-US,2004,4.3,16106,60750863,https://images.gr-assets.com/books/1407712273m/116257.jpg
5708,"Touching Spirit Bear (Spirit Bear, #1)",Ben Mikaelsen,eng,1997,3.85,17706,60734000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5709,The Flamethrowers,Rachel Kushner,eng,2013,3.46,13225,1439142009,https://images.gr-assets.com/books/1387146199m/15803141.jpg
5710,"Twice Tempted (Night Prince, #2)",Jeaniene Frost,en-GB,2013,4.3,26598,62076108,https://images.gr-assets.com/books/1352947741m/13125234.jpg
5711,Unorthodox: The Scandalous Rejection of My Hasidic Roots,Deborah Feldman,eng,2012,3.67,8516,1439187010,https://images.gr-assets.com/books/1336676500m/13547241.jpg
5712,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",Kiera Cass,eng,2014,4.03,23695,62318322,https://images.gr-assets.com/books/1380214609m/18172471.jpg
5713,Crush It!: Why Now Is the Time to Cash In on Your Passion,Gary Vaynerchuk,en-US,2009,3.85,17271,61914177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5714,Redemption Ark,Alastair Reynolds,eng,2003,4.13,16484,044101173X,https://images.gr-assets.com/books/1309206851m/89190.jpg
5715,"The Venetian Betrayal (Cotton Malone, #3)",Steve Berry,en-US,2007,3.94,18403,345485777,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5716,"Collected Poems, 1909-1962",T.S. Eliot,eng,1963,4.29,17192,151189781,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5717,The Robe,Lloyd C. Douglas,en-US,1942,4.2,18903,395957753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5718,Beauty and the Beast,"Walt Disney Company, Ellen Titlebaum",,2002,4.39,14811,786834277,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5719,The Yonahlossee Riding Camp for Girls,Anton DiSclafani,eng,2013,3.34,15769,1594486409,https://images.gr-assets.com/books/1364772121m/16158508.jpg
5720,"Lead (Stage Dive, #3)",Kylie Scott,eng,2014,4.32,29239,1250052386,https://images.gr-assets.com/books/1396467599m/19286623.jpg
5721,"No Humans Involved (Women of the Otherworld, #7)",Kelley Armstrong,eng,2007,4.2,23191,553588370,https://images.gr-assets.com/books/1362703261m/862350.jpg
5722,"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)","Joseph Delaney, Patrick  Arrasmith",,2007,4.12,18279,60766247,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5723,The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker,,1997,4.19,14609,747538352,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5724,"Endless Summer (The Boys Next Door, #1-2)",Jennifer Echols,eng,2010,4.02,18438,1442406593,https://images.gr-assets.com/books/1276962830m/7124475.jpg
5725,"Big Nate Strikes Again (Big Nate Novels, #2)",Lincoln Peirce,en-US,2010,4.23,20480,006194436X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5726,Don't You Cry,Mary Kubica,,2016,3.57,17399,778319059,https://images.gr-assets.com/books/1459917062m/27821486.jpg
5727,"His Needs, Her Needs: Building an Affair-Proof Marriage",Willard F. Harley Jr.,eng,1986,4.11,15008,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5728,"Dance of the Gods (Circle Trilogy, #2)",Nora Roberts,eng,2006,4.13,23060,515141666,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5729,"Nevermore (Nevermore, #1)",Kelly Creagh,en-US,2010,3.87,24570,1442402008,https://images.gr-assets.com/books/1294381693m/7129598.jpg
5730,The Blind Owl,"Sadegh Hedayat, D.P. Costello",en-US,1937,3.99,5168,802131808,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5731,Pete the Cat: I Love My White Shoes,"Eric Litwin, James Dean",en-US,2010,4.41,19122,61906220,https://images.gr-assets.com/books/1319030278m/6871646.jpg
5732,"The Ring of Solomon (Bartimaeus, #0.5)","Jonathan Stroud, Simon  Jones",eng,2010,4.19,18809,307738612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5733,"Welcome to Dead House (Goosebumps, #1)",R.L. Stine,en-US,1992,3.82,19171,439568471,https://images.gr-assets.com/books/1328867798m/125553.jpg
5734,The Master Butchers Singing Club,Louise Erdrich,,2003,4.02,16821,60837055,https://images.gr-assets.com/books/1410133209m/142900.jpg
5735,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",Glen Cook,en-US,1986,4.2,16663,765319233,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5736,"Until Friday Night (The Field Party, #1)",Abbi Glines,eng,2015,4.01,20813,1481438867,https://images.gr-assets.com/books/1429191171m/22522202.jpg
5737,Mother of Pearl,Melinda Haynes,en-US,1999,3.67,17378,671774670,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5738,Everyone Brave is Forgiven,Chris Cleave,eng,2016,3.8,16183,1501124374,https://images.gr-assets.com/books/1462176457m/25814512.jpg
5739,The Great Train Robbery,Michael Crichton,,1975,3.84,17309,553129198,https://images.gr-assets.com/books/1328309104m/7682.jpg
5740,Safe Harbour,Danielle Steel,,2003,4.04,16205,739437585,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5741,The Things We Do for Love,Kristin Hannah,en-GB,2004,4.05,16190,345467515,https://images.gr-assets.com/books/1320542055m/297134.jpg
5742,"Son of the Shadows (Sevenwaters, #2)",Juliet Marillier,eng,2000,4.32,21544,765343266,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5743,The Key to Rebecca,Ken Follett,eng,1980,3.86,16616,451207793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5744,"Hard Bitten (Chicagoland Vampires, #4)",Chloe Neill,en-US,2011,4.17,28656,451233328,https://images.gr-assets.com/books/1372850762m/9581001.jpg
5745,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,"Ina Garten, Maura McEvoy",eng,2002,4.26,16134,060961066X,https://images.gr-assets.com/books/1320438055m/120231.jpg
5746,"Vain (The Seven Deadly, #1)",Fisher Amelie,eng,2012,4.25,10427,,https://images.gr-assets.com/books/1376504907m/18331807.jpg
5747,At the Mountains of Madness,"H.P. Lovecraft, China Miéville, S.T. Joshi",eng,1936,3.93,16637,812974417,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
